ID,AGE,INCOME,SEX,MARRIED,FICO,OWNHOME
525990800,51,43,F,0,725,1
526005155,24,64,F,0,728,0
526025838,58,64,F,1,712,1
526108343,42,40,M,1,642,0
526116537,39,18,M,0,698,0
526543540,47,34,M,1,689,0
526785537,44,33,F,0,675,0
526806531,47,59,M,0,709,1
527011786,43,29,M,1,697,0
527107416,39,60,F,0,689,0
527688590,45,45,F,1,730,1
527872663,34,18,M,0,686,0
528147112,46,39,F,1,676,0
528319403,55,46,M,1,682,1
528490023,48,60,F,1,728,1
528712736,46,63,M,1,710,1
528716953,30,77,F,0,685,0
528779908,44,64,M,1,694,0
528811995,33,43,F,0,715,0
529309176,49,21,M,0,678,0
529444034,71,30,M,0,687,0
529531461,43,33,F,1,711,0
529609945,45,66,M,1,736,0
529692077,60,55,M,1,718,1
529724668,46,65,M,1,690,1
529738530,55,60,M,1,676,0
529767670,53,60,M,1,655,0
529969949,44,43,M,1,718,0
530436807,42,29,M,0,677,1
530737717,30,54,M,0,669,0
530926456,49,27,F,1,647,1
531277290,56,43,F,1,665,1
531395115,62,55,F,0,684,1
531501654,27,47,M,1,683,1
531502992,45,65,M,1,716,1
531821360,54,30,F,1,743,0
532043997,47,32,F,1,702,0
532148742,43,33,M,1,718,0
532253920,45,55,M,1,694,0
532332545,58,67,M,1,662,0
532379561,48,57,M,1,655,1
532416704,45,56,M,1,717,0
532443338,54,68,F,1,717,1
532488808,42,71,F,1,706,0
533018811,54,55,F,1,709,0
533025449,43,71,M,0,679,0
533188699,44,50,M,1,692,0
533484761,48,21,F,1,713,1
533550415,44,71,M,0,696,0
533637283,39,35,M,1,680,1
533799171,44,63,F,1,716,0
534498883,46,37,M,1,742,1
534556284,56,52,M,1,703,1
535267217,61,40,M,1,722,0
535343809,46,58,M,1,669,0
535661775,54,68,F,1,697,1
535745100,50,53,F,1,713,1
535868798,66,42,M,1,708,1
536176687,60,22,M,1,735,1
536762580,55,51,M,1,669,0
536767519,50,48,M,1,611,0
536829021,30,28,F,0,736,1
537106585,34,31,F,0,786,0
537179659,58,53,F,1,702,0
537378150,46,57,M,1,670,0
537409841,41,44,F,1,712,1
537597490,57,44,F,1,685,0
537723807,42,30,F,1,709,1
537947361,72,44,M,1,709,0
538015945,50,62,F,0,649,0
538191040,49,61,M,1,726,0
538663505,31,54,M,0,671,0
538887826,43,34,F,1,652,0
539248044,57,18,M,0,730,0
539281722,61,55,M,1,725,0
539399145,53,61,M,0,696,0
539456561,22,28,F,0,621,0
539565084,43,30,M,1,678,0
540017505,47,49,M,1,694,0
540025012,38,71,M,0,714,0
540525873,19,50,F,0,694,1
540787200,39,48,M,0,692,0
541230107,38,36,M,0,714,0
541496583,57,23,M,1,683,0
541522084,22,47,F,1,693,0
541614125,57,67,M,1,671,1
541965775,52,25,M,1,669,1
542014875,44,54,F,1,721,0
542446050,58,78,M,1,693,0
542448603,42,62,M,1,713,1
542486586,47,52,F,1,708,0
542535700,46,24,F,0,722,0
542743292,55,68,M,1,686,0
543175495,35,58,M,0,684,1
543346700,42,66,F,0,722,0
543557991,55,28,F,0,691,1
544374913,38,26,F,1,701,0
544376997,21,61,M,0,729,0
544960269,34,46,F,0,674,0
545244199,,,,,673,
545513325,44,37,M,1,647,0
545726903,27,38,M,0,723,0
545735699,19,49,F,0,701,0
545840664,43,53,M,1,708,0
545846890,59,49,M,1,705,0
545931968,33,81,M,0,725,0
546182955,58,50,M,0,732,0
546246845,38,17,F,0,663,0
546386914,65,34,F,1,676,1
546717385,24,52,M,0,719,0
546942462,20,32,M,0,709,0
547117641,45,38,F,0,714,0
547234048,48,27,M,1,682,0
547272356,24,18,F,0,702,1
547567712,49,37,F,1,698,0
547596697,47,63,M,1,718,1
547677921,67,35,F,0,679,0
547678144,59,66,M,1,682,1
548069960,47,38,F,0,699,0
548382471,31,43,M,0,700,0
548612500,46,33,F,1,687,0
548664350,31,29,F,0,748,0
548736935,44,63,M,1,678,1
548742431,40,35,M,1,678,0
549281908,56,52,F,1,675,0
549389363,52,53,M,0,751,0
549544796,35,50,F,0,710,0
549935266,44,50,M,1,728,0
550086861,52,35,F,1,715,1
550450460,52,52,F,1,676,0
550464647,51,19,M,0,674,0
550527675,65,16,F,0,726,1
550578929,19,36,M,1,700,0
550659149,49,19,F,0,704,0
551200221,52,61,M,1,617,0
551223412,40,22,F,1,668,0
551665677,44,61,F,1,666,0
551743149,28,70,M,0,700,0
551826747,44,64,M,1,714,1
551837065,22,20,M,0,631,0
551956958,53,59,M,1,710,1
552034880,33,52,F,0,737,1
552185165,46,65,M,1,704,1
552384817,35,22,F,0,687,0
552650416,30,50,M,0,718,0
552725732,23,62,M,0,715,0
552880766,55,32,F,1,668,0
553088060,48,53,F,1,667,0
553612027,32,71,M,0,641,0
554093287,38,19,M,0,713,1
554347111,29,20,F,0,692,0
554433791,39,29,M,0,674,0
554686098,38,68,M,0,698,0
554940737,39,58,M,0,730,0
555260325,41,35,F,1,647,1
555540403,41,55,M,1,713,0
555796608,35,67,M,0,723,0
555915044,45,70,M,1,710,0
556278607,37,56,M,0,680,0
556326432,43,52,M,1,706,0
556464309,,,,,662,
556831461,51,58,M,0,703,1
556982417,40,46,M,1,671,0
557025486,38,43,M,1,685,1
557427666,41,29,M,1,719,0
557495621,43,32,M,1,719,0
557594632,48,64,F,0,703,1
557669327,45,29,M,1,695,0
558591227,54,57,M,1,659,0
558980174,46,22,M,1,648,0
559203522,32,52,M,0,688,0
559315261,44,19,F,1,710,0
559671502,44,61,F,0,713,0
559961585,52,43,F,1,698,0
560010180,18,53,F,0,706,0
560167966,38,61,M,0,674,1
560199465,43,77,M,1,701,0
560210070,45,52,F,1,722,1
560489838,40,57,F,1,686,0
560635007,39,68,M,0,712,1
560636024,24,38,F,0,663,1
561454965,34,42,F,0,719,1
561460711,42,50,M,0,659,0
561848901,56,68,F,1,706,0
562188731,45,56,M,1,698,1
562218771,55,49,M,1,710,0
562237055,39,66,M,0,676,1
562578813,39,44,M,0,694,0
563110307,56,73,F,1,683,0
563223050,44,22,F,0,734,0
563391017,65,62,M,1,663,0
563415563,72,19,M,0,738,0
563899364,29,55,M,0,685,0
563907917,27,17,M,0,698,0
564097367,44,47,M,1,728,0
564263303,,,,,754,
564324166,58,66,F,1,643,0
564828823,33,72,M,0,681,0
564921224,45,52,M,1,724,0
564931067,47,32,M,1,703,0
565081637,35,62,M,0,703,1
565271006,41,42,F,0,704,1
565363286,46,61,M,1,711,0
565478673,46,44,F,1,718,1
565559247,43,50,M,1,694,0
565710339,32,44,M,0,728,0
565838317,42,64,F,1,690,1
565909587,28,29,M,0,758,0
566186216,47,59,M,1,688,1
566475620,39,70,F,0,697,0
566543112,57,33,F,1,692,0
566630963,38,30,M,0,694,0
566656549,47,32,M,1,732,0
566980313,21,72,M,0,650,0
567607204,63,44,F,1,713,0
567692063,38,47,F,0,700,0
567815238,37,34,M,0,726,0
567879572,47,35,F,0,719,0
568413105,56,45,F,1,653,0
568565360,32,53,F,1,697,0
569011391,49,34,M,1,662,0
569062051,36,49,M,0,742,0
569303138,40,50,M,0,695,0
569313149,46,53,F,1,662,0
569571013,52,52,F,1,721,0
569685630,47,48,F,1,664,0
570010451,51,31,F,1,628,1
570131255,44,35,F,0,722,0
570192677,45,76,M,0,695,0
570754987,45,29,F,1,690,0
571301576,45,32,M,1,620,0
571357906,27,30,F,0,648,0
571359838,46,64,F,1,678,1
571398352,41,33,M,0,695,0
571566539,46,44,M,0,700,1
571591143,37,46,M,0,715,0
571658647,45,36,M,0,708,0
571738008,31,67,M,1,655,0
571806659,30,18,F,0,695,0
572383728,58,49,F,0,723,0
572408868,35,57,F,1,707,0
572548516,48,59,F,1,674,0
572818741,45,63,M,1,693,1
573096113,35,58,F,0,737,1
573242879,43,54,F,1,741,0
573693809,41,70,F,1,641,0
574107581,38,60,M,1,707,0
574129559,46,46,F,1,,0
574378292,53,34,M,0,687,0
574803473,42,42,F,1,662,0
574817959,,,,,670,
575195115,47,45,M,1,672,0
575647750,29,19,M,1,684,1
575838741,29,51,M,0,668,0
575990340,53,67,M,1,667,1
576100644,28,19,M,0,729,0
576404366,40,45,M,1,701,0
576943839,48,60,F,1,682,1
576997194,24,57,F,1,744,0
577085218,47,57,M,1,679,1
577368490,33,56,F,1,680,0
577399469,38,38,M,0,695,1
577699831,48,73,M,1,734,1
577826387,70,55,M,1,716,1
577939646,43,27,M,1,680,0
577984785,46,18,M,1,707,0
578031618,58,67,M,1,705,0
578050623,71,61,M,1,631,0
578114859,47,18,M,1,752,0
578143988,55,32,M,1,701,0
578252314,55,66,M,1,629,0
578348584,51,54,M,1,678,1
578463726,52,24,F,0,728,0
578487039,50,21,F,1,682,1
579064091,48,70,M,1,687,0
579111673,41,18,F,1,666,0
579491615,25,48,F,0,715,1
579969359,58,68,M,1,694,0
580056019,39,33,F,1,693,1
580188403,53,54,F,1,713,0
580263136,,,,,684,
580320022,39,57,F,0,658,0
580485294,39,22,M,0,700,0
580990107,46,17,M,1,704,0
581167050,49,40,F,1,700,0
581656871,39,62,M,0,659,0
582450248,44,43,F,0,669,0
582594729,33,67,M,0,667,0
582801971,38,67,F,0,675,0
582828667,40,49,M,0,670,0
582916611,21,46,M,0,770,1
582926047,44,34,M,1,749,0
583407666,46,29,F,1,708,0
583759592,50,69,M,1,709,1
583841053,36,61,F,0,680,1
584215679,,,,,722,
584860232,34,68,F,0,640,0
584968445,40,55,F,0,671,1
585026135,47,107,M,1,682,1
585829305,51,64,F,0,743,1
586048391,40,33,M,1,,0
586093255,32,47,F,0,721,0
586112324,59,19,F,0,640,1
586524492,32,36,F,0,702,0
586540564,34,18,M,0,689,0
586874667,54,25,M,1,644,0
586910194,26,58,M,0,724,0
586948670,40,22,F,1,700,0
587066500,59,19,M,0,692,0
587336678,49,71,F,0,671,0
587337379,48,48,M,1,670,0
587343894,,,,,751,
587375445,34,32,F,0,687,0
587420294,33,56,F,0,687,0
587458797,43,53,F,0,679,0
587646953,29,64,M,0,691,0
588229484,38,56,M,0,689,0
588331530,58,46,M,0,643,0
588401948,55,59,M,1,722,1
588491686,39,61,F,1,752,0
588550422,39,24,F,0,695,1
588691152,46,51,M,0,703,0
588834571,40,40,F,1,667,0
588932272,61,18,F,1,674,1
589306051,38,47,F,0,689,0
589434059,36,38,F,0,688,0
590035951,46,45,M,0,661,0
590280198,49,47,M,1,621,0
590473879,33,59,F,0,704,0
591159132,40,40,F,1,722,0
591159656,40,65,M,1,744,1
591459397,43,65,M,1,685,0
591462760,20,39,M,0,682,0
591487199,36,55,F,0,673,0
591560712,50,55,M,1,729,0
591913826,40,55,F,1,678,1
591922035,27,62,F,0,686,1
592230633,46,51,F,1,692,1
592256845,50,20,M,1,690,0
592438157,57,68,F,1,670,0
592489696,67,49,F,1,632,1
592546428,43,60,F,1,752,0
592639613,48,37,M,1,671,1
592903684,36,38,F,0,720,1
592971265,70,32,M,1,704,0
593024678,20,35,F,0,676,0
593380068,46,63,M,1,716,1
593402327,40,54,M,1,727,1
593733445,23,51,M,0,688,0
593774858,37,38,M,0,722,0
594318299,20,54,F,0,687,0
594352340,34,23,M,0,677,0
594372222,,,,,669,
594456662,44,36,F,1,684,0
594616048,29,64,F,1,691,0
594792296,29,44,F,0,653,1
594874756,42,55,F,1,711,1
595255433,49,36,F,0,646,1
595319036,43,24,F,1,680,1
595647919,38,71,F,0,703,0
595682088,34,36,F,0,666,0
595706226,68,73,M,0,708,0
595810239,35,52,F,1,728,0
595882634,35,37,F,0,691,0
596438800,50,50,F,1,686,0
596724172,43,44,M,1,735,0
596842756,58,49,M,1,636,1
597048253,31,48,F,0,676,0
597115793,45,57,M,1,697,1
597211784,49,53,M,0,671,0
597431330,46,35,F,0,687,0
597821179,47,55,F,1,747,1
597918997,39,59,M,0,659,0
598382528,50,51,M,1,624,1
598634396,49,69,M,1,667,0
598715145,44,64,M,1,690,0
598783526,45,46,F,1,650,0
599386951,33,43,F,0,654,0
599543649,48,65,M,0,650,1
599657527,52,46,F,1,695,0
599665748,33,67,F,0,687,0
600193656,36,52,M,0,639,0
600256599,42,21,M,1,700,1
600390697,38,71,M,0,665,0
600490167,56,60,F,0,719,1
600491230,47,34,F,0,700,0
600580684,39,38,F,0,731,0
600645679,44,50,M,1,687,0
600952821,45,24,M,0,681,0
601018648,49,49,M,1,708,0
601296187,44,37,M,0,675,1
601510739,68,70,F,1,726,0
601552721,41,69,M,1,668,1
601637489,51,24,F,1,673,0
601681975,55,63,M,0,664,0
601858227,51,25,F,1,716,0
602032986,49,16,F,1,699,0
602130334,40,63,F,0,705,0
602269102,41,17,F,1,706,0
602300803,38,54,M,0,712,0
602403661,34,22,M,0,681,0
602442664,,,,,647,
602510343,45,16,F,1,670,0
602574992,45,63,F,1,719,1
602583327,53,61,M,1,701,1
602962313,23,63,M,1,755,0
602992996,55,32,F,0,714,0
603037153,39,19,M,0,689,0
603267094,53,37,F,1,688,0
603335417,35,51,F,0,687,1
603725459,43,28,M,1,705,0
603793752,36,34,F,0,628,0
604342343,37,17,F,0,703,0
604372706,53,34,M,1,687,0
604628181,30,45,M,0,675,0
604676446,43,59,M,1,730,1
604701802,45,35,M,0,732,0
604785869,53,55,M,1,697,0
604850531,46,61,F,1,650,1
605107622,46,54,M,1,670,0
605259441,48,60,F,1,618,0
605332738,64,52,M,1,697,1
605371368,40,48,F,1,706,0
605455281,62,66,M,1,671,0
605457403,48,32,F,1,685,1
605784976,64,24,F,1,650,0
605875195,47,22,F,1,730,0
605881001,42,45,M,1,642,0
605898509,56,60,M,1,731,1
606174091,27,47,F,0,738,0
606477494,48,76,M,1,656,1
606500230,61,66,M,0,719,0
607275615,32,63,M,0,670,1
607330603,62,61,F,1,720,0
607377653,48,19,F,1,702,1
607402115,54,66,M,0,697,1
607409389,58,71,F,1,692,1
607497503,39,43,M,0,686,0
607808159,50,63,F,1,732,0
607976182,38,32,M,0,692,0
608022810,49,39,F,0,681,1
608172779,44,24,F,1,667,1
608821502,29,76,M,0,691,0
608901237,55,53,M,0,692,0
609200147,45,65,M,1,722,1
609217633,29,39,F,0,672,0
609252176,,,,,717,
609420246,33,58,M,0,717,1
609620625,47,44,F,1,716,0
609860607,45,17,M,1,689,0
610039116,31,70,M,0,708,0
610080796,56,57,M,0,710,0
610829709,57,61,M,1,697,1
610873559,50,42,F,1,717,0
611021118,38,47,F,0,726,0
611030324,49,68,M,1,700,0
611175101,42,59,M,0,706,1
611559009,25,21,F,0,711,0
611568693,43,31,M,1,745,0
611575700,46,49,F,1,683,0
611619493,41,19,F,1,699,0
611656399,38,17,F,0,786,0
611743646,36,48,M,0,704,0
611981245,52,58,M,1,712,1
611986307,42,49,M,1,759,0
612138756,42,45,F,0,700,0
612241459,42,62,F,1,688,1
612425685,37,30,M,0,662,0
612572432,73,37,F,1,722,0
612788042,58,45,M,0,658,0
613106138,33,18,F,0,701,0
613399511,28,67,M,0,650,0
613556822,53,22,M,1,656,0
613603806,46,75,F,1,693,1
613886811,45,40,M,1,747,0
614080388,42,50,F,1,733,0
615168496,69,24,M,1,705,0
615555456,48,62,M,0,657,1
616107241,67,53,F,0,674,0
616291588,42,22,F,1,684,1
616515965,36,24,F,0,707,0
616533142,33,57,F,0,630,1
616633145,55,52,M,1,712,0
616693715,65,34,M,1,694,0
616736645,37,80,M,0,680,0
616835531,42,60,F,1,685,0
616938401,40,20,F,0,715,0
617077943,31,58,M,0,708,0
617350421,40,56,F,0,749,1
617377466,45,67,F,0,682,1
618060493,45,58,M,1,688,1
618735980,51,34,F,1,716,1
618973314,48,20,M,1,718,0
619086390,45,37,F,1,695,0
619283513,51,65,F,1,653,0
619395564,33,24,F,0,701,1
619789335,53,42,F,1,704,0
619791861,37,57,M,0,708,1
620148115,33,42,M,0,700,0
620198193,43,47,M,0,719,0
620406036,49,63,M,1,642,1
620502461,42,61,F,1,682,1
620599674,41,36,M,1,667,1
620637596,39,29,M,0,739,0
620709239,56,51,F,1,724,0
620770461,55,47,F,1,670,0
621181900,53,68,M,1,643,1
621268181,57,68,M,1,718,0
621857942,57,50,F,1,730,1
621896945,39,66,M,0,704,0
622126666,38,49,M,0,686,0
622132904,62,40,M,1,671,0
622302087,41,47,F,1,732,0
622378286,52,38,F,1,687,0
622455635,33,62,F,0,649,1
622622313,59,37,F,1,692,0
622898190,52,20,F,1,697,0
622928315,60,53,F,0,644,1
623026990,27,66,M,0,,1
623049708,32,66,M,0,722,1
623214546,51,57,M,1,708,1
623232436,40,60,F,1,732,1
623337711,35,31,F,0,707,0
623368851,45,28,F,1,674,0
623447578,41,51,F,1,669,0
623685391,45,68,M,0,705,0
623767057,52,60,M,1,683,0
624409306,,,,,736,
624888482,41,72,M,1,691,0
624994171,55,71,M,1,676,1
625023998,53,53,M,1,687,0
625189778,54,24,F,1,721,1
625570873,41,22,M,1,698,0
625688419,75,58,M,0,688,0
626014368,59,34,M,1,637,0
626199144,43,63,M,1,711,0
626277556,44,68,F,0,689,1
626311089,40,36,M,1,670,0
626791808,46,62,M,1,676,1
626996671,43,44,M,1,718,0
627886948,35,75,M,0,666,0
628042081,44,30,F,1,647,0
628058321,33,75,F,0,676,1
628086197,43,54,M,1,693,0
628121447,40,33,M,1,714,0
630055541,48,38,F,1,690,0
630110851,45,47,M,1,688,1
630767044,31,43,F,0,737,1
630962067,44,61,M,0,680,0
631047740,48,67,M,1,685,0
631354336,42,65,M,1,697,0
631465296,49,21,M,1,753,0
631617881,43,47,F,0,708,0
631618708,49,66,M,1,662,1
631698635,70,69,M,0,706,1
632203387,51,64,F,1,701,0
632387357,50,35,F,1,672,0
633480991,,,,,685,
633584125,44,58,M,1,697,1
634912594,43,60,M,1,715,0
635838739,32,53,M,0,750,0
636197639,52,33,M,1,704,0
636497497,49,55,M,0,720,0
636526046,38,40,M,0,679,1
636564833,38,25,F,0,724,0
636804753,34,67,M,0,704,1
637019677,32,39,M,0,681,0
637033584,44,20,F,1,687,0
637088917,45,49,M,0,732,0
637349570,45,65,F,0,,0
637352256,55,43,F,0,689,0
637492548,41,62,M,1,681,0
637983409,40,69,F,1,705,1
638354221,50,44,F,0,663,1
638448107,,,,,690,
638987312,35,29,M,1,724,0
639201350,31,61,F,0,676,1
639243010,43,33,F,1,701,1
639737289,41,52,M,1,669,0
639806880,38,18,F,0,782,0
639833017,47,60,F,0,710,1
640324045,75,39,F,1,681,1
640605303,44,29,F,1,727,0
640655614,48,43,F,1,662,0
640826181,42,39,M,1,692,0
640989741,41,50,F,0,700,0
641200332,44,54,M,1,640,1
641368387,39,44,F,0,702,1
641394362,45,33,F,1,666,1
641431689,34,56,F,1,746,0
641675798,47,73,F,1,696,0
641805340,54,60,F,1,662,0
641829238,65,16,M,1,680,1
641963132,34,30,M,0,679,1
642**6998,42,57,M,1,672,1
642326527,19,40,F,0,660,1
642402210,39,50,F,0,704,1
642563896,36,56,M,0,660,0
642932905,58,40,M,1,707,0
643**6033,47,77,M,1,744,0
643006003,38,60,M,0,724,1
643319500,43,63,M,1,637,1
643857374,41,46,M,1,706,0
643922788,43,50,F,1,742,1
643933966,44,64,F,1,710,1
644146104,27,43,F,1,678,1
644489633,40,60,F,1,709,0
645301313,32,65,F,0,714,0
645595869,31,43,F,0,688,0
645782586,41,42,M,1,687,0
645787229,48,32,M,1,687,0
646104966,49,33,F,1,667,1
646458924,41,65,M,1,663,0
646794551,46,36,F,1,678,0
646843172,61,67,M,1,698,1
646860149,43,61,F,0,668,1
646884598,37,33,F,0,668,0
647165904,48,51,M,0,704,0
647285240,60,29,M,1,718,0
647544234,37,65,F,1,748,0
647645879,45,24,F,1,726,1
647820282,39,32,F,0,674,0
647995838,37,73,M,0,756,1
648144493,38,67,M,0,700,0
648432350,49,52,M,1,680,0
648471871,44,27,F,1,703,1
648740780,52,56,M,1,692,0
648779018,47,68,F,1,705,0
648950653,53,44,M,1,741,0
649078638,51,51,F,0,735,1
649381845,42,30,F,1,711,1
649752878,31,60,M,0,655,1
649765276,55,61,F,1,658,0
649882836,64,26,M,1,693,0
649888193,43,42,M,0,727,0
650031008,29,63,M,1,706,0
650152862,62,38,M,1,745,1
650429045,44,63,M,0,730,1
650616785,41,31,M,1,721,0
650709870,,,,,748,
650854292,56,43,M,1,728,0
650929491,42,55,F,0,711,1
651187396,58,66,M,0,712,0
651345610,55,56,M,1,711,1
651497471,45,38,M,1,741,0
651635603,47,22,M,0,741,0
652060783,39,51,M,0,671,0
653590653,63,36,F,0,704,0
653593573,69,36,M,1,710,1
653654358,48,66,F,1,673,0
653962942,42,54,M,1,692,0
654063108,39,32,F,0,720,0
654263780,57,18,F,1,659,0
654284094,45,71,M,1,696,1
654494929,36,37,F,0,679,1
654519217,51,67,F,1,663,1
654712026,47,53,F,1,686,1
654786350,48,58,M,1,705,1
654918237,21,71,F,0,683,0
655019757,47,41,F,1,684,1
655085316,53,20,F,1,697,0
655087323,45,63,M,1,720,0
655179665,56,24,M,1,691,1
655234321,50,58,M,1,709,1
655378063,,,,,699,
655635529,47,55,F,1,685,1
656013054,49,29,F,1,684,1
656057910,62,42,F,1,643,0
656116232,43,38,M,1,688,0
656292513,40,69,M,1,731,0
656443352,47,51,M,1,708,1
656704428,48,63,F,1,,0
656718713,44,38,F,1,699,1
656769417,46,44,M,1,693,0
656964840,49,43,F,1,685,0
657151521,41,42,F,0,704,0
657288147,42,65,F,1,736,0
657400354,,,,,724,
657517364,43,20,F,1,700,0
657561627,46,53,F,1,745,0
657788386,53,71,M,1,686,0
657823357,42,50,M,1,750,0
657863490,32,71,M,1,723,0
657982227,33,34,M,0,718,0
658717717,41,29,M,1,671,0
658804979,39,61,F,0,650,0
658808357,40,47,F,1,680,0
658955958,51,70,F,1,680,0
659130460,41,80,M,1,695,0
659204578,39,49,M,0,685,0
659302064,44,39,F,1,682,0
659314760,27,66,F,1,740,1
659363060,49,37,M,1,690,0
659903379,50,65,M,0,629,1
659962982,37,75,F,0,658,1
660109317,30,64,F,0,714,1
660256091,44,36,F,1,705,0
660647977,39,48,F,0,694,1
660656467,37,63,M,0,745,1
660917361,46,25,M,1,683,0
661194476,33,53,F,0,666,0
661274055,45,46,M,1,697,0
661310104,40,42,M,1,690,1
661569065,53,56,F,1,747,1
661579221,43,51,M,1,725,0
661589494,32,52,F,1,725,0
661611716,47,36,F,1,698,0
661832181,34,66,F,0,,0
662040821,51,18,F,1,717,0
662315020,34,36,F,0,698,0
662481662,37,59,M,0,723,1
662513892,23,50,F,1,751,0
662583566,19,50,M,1,706,0
662672223,38,63,F,0,671,0
663008365,36,62,M,0,684,1
663059099,43,50,F,1,669,0
663065647,43,60,F,1,698,0
663155199,31,63,M,0,691,0
663434495,43,32,F,0,679,0
663680768,34,24,F,0,683,1
663697671,36,59,M,0,717,1
663766916,42,71,M,1,753,0
663783122,41,59,F,1,703,0
663795525,37,64,M,0,734,1
663868290,45,65,F,1,666,1
663874313,45,35,M,0,682,0
663964373,48,52,F,1,668,0
664025724,56,28,F,1,681,0
664755502,22,22,M,0,716,0
664909345,56,57,M,1,696,1
664943717,40,31,F,1,683,0
665045107,36,30,M,0,705,0
665408266,21,53,M,0,696,0
665629365,57,40,F,1,668,0
665876880,41,57,F,1,720,0
666046915,48,60,M,1,691,1
666048862,37,56,F,1,724,1
666249744,45,49,M,1,675,0
666456312,34,37,F,0,656,0
667**0761,44,67,M,1,659,0
667269136,34,52,M,0,732,0
667815549,49,63,M,1,724,1
667991627,48,39,M,1,719,0
668058841,32,26,M,0,717,1
668274841,68,30,M,0,697,0
668579748,37,69,M,1,,1
668887177,64,30,F,0,763,0
669184126,38,55,F,0,688,0
669845039,38,43,F,0,705,0
670366006,44,60,M,1,673,0
670395832,41,61,M,1,661,1
670656360,44,53,M,1,,0
671079699,45,49,M,1,672,0
671577312,53,56,M,1,677,0
671655846,44,26,M,1,720,0
671885098,40,21,F,0,670,0
672015886,48,37,F,1,704,0
672356832,36,17,M,1,691,0
672483455,46,65,M,1,684,1
672544267,32,62,M,0,675,0
672641495,41,53,M,1,653,0
672678733,19,17,F,1,724,1
672786450,52,54,M,1,658,0
673080703,53,38,F,1,786,0
673190367,68,42,F,1,685,0
673337476,34,65,M,0,682,0
673655960,40,57,M,1,672,1
673770839,48,23,F,0,685,1
673999034,44,36,F,0,751,0
674202589,45,62,M,1,712,0
674487175,49,38,M,1,648,1
674684920,41,51,F,1,701,0
674912909,35,19,M,1,686,0
674940907,57,67,M,1,704,0
675040647,30,42,F,0,669,0
675070065,44,59,M,0,721,1
675170883,24,61,M,0,719,1
675281704,46,33,F,1,670,1
675504191,32,52,F,1,749,0
675656465,23,44,F,0,702,0
675689191,34,33,F,0,673,0
675768648,35,61,M,0,758,0
676052421,46,44,M,1,694,0
676288972,61,72,M,1,717,0
676681178,,,,,678,
676767371,24,53,M,0,701,0
677329759,59,35,M,1,698,0
677459276,49,52,M,0,700,0
677516286,32,30,M,0,632,0
677520829,53,31,M,1,721,0
677594289,42,35,F,1,696,0
678198395,45,69,M,1,698,1
678226112,57,42,F,1,674,1
678344413,50,21,M,1,703,1
678494427,35,64,F,0,706,0
678524552,28,20,M,0,645,0
678848073,34,30,F,0,717,0
678941937,29,47,F,1,712,1
679022095,52,52,M,1,740,0
679341213,47,60,M,1,723,1
679362314,55,72,M,1,696,1
679636578,45,55,M,1,740,1
680236868,39,57,M,0,673,0
680310554,18,27,F,0,717,1
680372963,27,23,M,0,682,0
680523897,41,66,M,1,704,1
680674458,34,27,F,0,707,1
680677638,47,49,F,1,698,0
680731981,21,58,M,0,660,0
680794320,42,58,M,1,670,1
680827646,59,60,M,0,682,0
680832321,42,21,F,1,622,0
680846205,58,46,F,1,732,1
680935887,61,56,F,0,723,1
681551833,45,33,M,0,726,0
681612862,48,49,F,0,730,0
681839897,34,29,M,0,628,0
682327339,32,62,M,0,702,0
682601027,43,32,F,1,670,0
682968259,36,66,M,0,731,0
683025678,46,40,M,0,683,0
683030445,55,77,F,0,691,0
683146210,43,60,M,1,708,1
683509939,42,56,M,1,661,1
683647970,55,36,F,1,698,0
683679836,49,38,M,1,675,0
684201871,28,59,M,1,696,1
684224147,42,68,F,1,655,1
684443347,45,66,F,1,656,1
684471905,48,20,F,1,716,1
684528872,39,49,F,0,701,0
685246606,46,58,F,1,703,0
685408746,35,39,F,0,675,0
685429336,39,61,M,0,662,1
685885097,50,71,F,0,702,1
685931811,38,57,F,0,698,1
686186737,47,74,F,1,724,0
686292188,47,36,F,1,690,1
686813010,,,,,634,
687145536,50,52,F,0,692,0
687260034,55,65,M,0,700,1
687290011,43,49,F,1,691,0
687580994,73,22,M,0,696,0
687709470,54,28,F,0,737,0
687815007,29,46,F,0,731,1
687821116,37,62,M,0,703,1
687872588,35,37,F,0,689,0
688005502,23,57,F,0,657,0
688172148,40,50,M,1,701,0
688282395,33,67,F,0,707,1
688301524,33,61,F,1,717,1
688459071,50,59,M,1,710,0
688680481,38,61,M,1,684,0
689430853,46,41,F,1,690,0
689870054,60,62,M,1,691,0
689996456,49,58,F,1,732,0
690084296,38,71,F,0,674,0
690099980,36,59,F,0,732,1
690569561,49,39,F,1,710,0
691129993,35,64,F,0,668,1
691469401,45,21,F,1,713,1
691484769,46,54,F,1,675,0
691514926,39,44,M,0,693,0
691670875,40,67,F,1,736,0
691736065,46,63,F,1,655,0
691910840,42,41,M,1,684,1
691934053,47,74,M,0,713,0
692272087,35,44,M,0,707,0
692294710,54,63,M,1,706,0
692599582,49,55,M,1,677,0
692794623,47,39,F,0,716,0
693**8810,54,53,F,0,704,0
693132742,41,41,M,1,693,1
693642050,48,38,F,1,705,0
693873712,44,62,M,1,684,1
693994442,45,31,M,0,673,1
694360656,33,54,M,0,652,0
694628783,36,53,F,0,688,0
